Brand,Product,Price,Category,Concern,Link
Perricone MD,High Potency Classics: Hyaluronic Intensive Moisturizer,C$82.00,Moisturizer,Dryness,/ca/en/product/hyalo-plasma-hyaluronic-intensive-moisturizer-P388974?icid2=products grid:p388974:product
Bobbi Brown,Extra Illuminating Moisture Balm,C$82.00,Moisturizer,Dryness,/ca/en/product/illuminating-moisture-balm-P392648?icid2=products grid:p392648:product
Dermalogica,Active Moist,C$56.00 - C$89.00,Moisturizer,Dryness,/ca/en/product/active-moist-P423142?icid2=products grid:p423142:product
Youth To The People,Superfood Moisture Cream,C$59.00,Moisturizer,Dryness,/ca/en/product/superfood-moisture-cream-P428624?icid2=products grid:p428624:product
CLINIQUE,Dramatically Different Hydrating Jelly Mini,C$9.00,Moisturizer,Dryness,/ca/en/product/dramatically-different-hydrating-jelly-P432828?icid2=products grid:p432828:product
Perricone MD,Hypoallergenic Nourishing Moisturizer,C$82.00,Moisturizer,Dryness,/ca/en/product/hypoallergenic-nourishing-moisturizer-face-cream-P294205?icid2=products grid:p294205:product
Shiseido,Benefiance WrinkleResist24 Night Emulsion,C$78.00,Moisturizer,Dryness,/ca/en/product/benefiance-wrinkleresist24-night-emulsion-P173617?icid2=products grid:p173617:product
IT Cosmetics,Confidence in a Cream‰Û¡Ì£å¢ Transforming Moisturizing Super Cream Mini,C$20.00,Moisturizer,Dryness,/ca/en/product/confidence-in-cream-tm-transforming-moisturizing-super-cream-P427641?icid2=products grid:p427641:product
First Aid Beauty,Skin Rescue Daily Face Cream,C$28.00,Moisturizer,Dryness,/ca/en/product/skin-rescue-daily-face-cream-P257524?icid2=products grid:p257524:product
Youth To The People,Superberry Hydrate and Glow Oil,C$55.00,Moisturizer,Dryness,/ca/en/product/maqui-acai-prickly-pear-goji-superberry-hydrate-glow-oil-P436390?icid2=products grid:p436390:product
REN Clean Skincare,Bio Retinoid‰Û¡Ì£å¢ Anti-Ageing Cream,C$78.00,Moisturizer,Dryness,/ca/en/product/bio-retinoid-anti-ageing-cream-P380810?icid2=products grid:p380810:product
KORA Organics,Crystal Luminizer,C$35.00,Moisturizer,Dryness,/ca/en/product/rose-quartz-luminizer-P427727?skuId=2042042&icid2=products grid:p427727:product
Caudalie,Vinosource Intense Moisture Rescue Cream,C$48.00,Moisturizer,Dryness,/ca/en/product/vinosource-intense-moisture-rescue-cream-P374578?icid2=products grid:p374578:product
Dr. Dennis Gross Skincare,Firming Peptide Milk,C$88.00,Moisturizer,Dryness,/ca/en/product/firming-peptide-milk-P407888?icid2=products grid:p407888:product
Origins,Dr. Andrew Weil For Origins‰Û¡Ì£å¢ Mega-Mushroom Skin Relief Soothing Face Lotion,C$84.00,Moisturizer,Dryness,/ca/en/product/dr-andrew-weil-for-origins-tm-mega-mushroom-skin-relief-soothing-face-lotion-P388122?icid2=products grid:p388122:product
Josie Maran,Argan Moonstone Drops Makeup Priming and Highlighting Oil,C$60.00,Moisturizer,Dryness,/ca/en/product/argan-moonstone-drops-makeup-priming-highlighting-oil-P422538?icid2=products grid:p422538:product
Dermalogica,Dynamic Skin Recovery SPF50,C$99.00,Moisturizer,Dryness,/ca/en/product/dynamic-skin-recovery-spf50-P432632?icid2=products grid:p432632:product
Caudalie,Vinosource Mattifying Moisturizer,C$48.00,Moisturizer,Dryness,/ca/en/product/vinosource-moisturizing-mattifying-fluid-P374577?icid2=products grid:p374577:product
CLINIQUE,Repairwear Uplifting Firming Cream Broad Spectrum SPF 15,C$80.00,Moisturizer,Dryness,/ca/en/product/repairwear-uplifting-firming-cream-broad-spectrum-spf-15-P376946?icid2=products grid:p376946:product
Josie Maran,Surreal Skin Argan Finishing Balm,C$44.00,Moisturizer,Dryness,/ca/en/product/surreal-skin-argan-finishing-balm-P410433?icid2=products grid:p410433:product
LXMI,CrÌÎåÂme du Nil Pore-Refining Moisture Veil,C$76.00,Moisturizer,Dryness,/ca/en/product/creme-du-nil-pore-refining-moisture-veil-P411869?icid2=products grid:p411869:product
Algenist,SPLASH Absolute Hydration Replenishing Gel Moisturizer,C$83.00,Moisturizer,Dryness,/ca/en/product/splash-absolute-hydration-replenishing-gel-moisturizer-P407332?icid2=products grid:p407332:product
Algenist,Regenerative Anti-Aging Moisturizer,C$110.00 - C$178.00,Moisturizer,Dryness,/ca/en/product/regenerative-anti-aging-moisturizer-P282935?icid2=products grid:p282935:product
SUNDAY RILEY,C.E.O. C + E antiOXIDANT Protect + Repair Moisturizer,C$85.00,Moisturizer,Dryness,/ca/en/product/c-e-o-c-e-antioxidant-protect-repair-moisturizer-P418629?icid2=products grid:p418629:product
CLINIQUE,Smart Night Custom-Repair Moisturizer - Dry Combination,C$77.00,Moisturizer,Dryness,/ca/en/product/smart-night-custom-repair-moisturizer-dry-combination-P404015?icid2=products grid:p404015:product
Volition Beauty,Oceanene Youth-Boost Gel,C$63.00,Moisturizer,Dryness,/ca/en/product/oceanene-youth-boost-gel-P421951?icid2=products grid:p421951:product
boscia,Clear Complexion Moisturizer,C$48.00,Moisturizer,Dryness,/ca/en/product/clear-complexion-moisturizer-P265413?icid2=products grid:p265413:product
Tata Harper,Illuminating Moisturizer,C$106.00,Moisturizer,Dryness,/ca/en/product/illuminating-moisturizer-P410727?icid2=products grid:p410727:product
Shiseido,Bio-Performance LiftDynamic Cream,C$148.00,Moisturizer,Dryness,/ca/en/product/bio-performance-liftdynamic-cream-P410758?icid2=products grid:p410758:product
Origins,A Perfect World‰Û¡Ì£å¢ Antioxidant Moisturizer with White Tea,C$56.00,Moisturizer,Dryness,/ca/en/product/a-perfect-world-antioxidant-moisturizer-with-white-tea-P417306?icid2=products grid:p417306:product
CLINIQUE,Repairwear Laser Focus Night Line Smoothing Cream for Combination Oily to Oily Skin,C$69.00,Moisturizer,Dryness,/ca/en/product/repairwear-laser-focus-night-line-smoothing-cream-for-combination-oily-to-oily-skin-P405824?icid2=products grid:p405824:product
Murad,Oil-Control Mattifier,C$49.00,Moisturizer,Dryness,/ca/en/product/oil-control-mattifier-spf-15-pa-P392470?icid2=products grid:p392470:product
Perricone MD,Essential Fx Acyl-Glutathione Rejuvenating Moisturizer,C$117.00,Moisturizer,Dryness,/ca/en/product/essential-fx-acyl-glutathione-rejuvenating-moisturizer-P433952?icid2=products grid:p433952:product
CLINIQUE,Turnaround Daytime Revitalizing Moisturizer,C$49.00 - C$50.00,Moisturizer,Dryness,/ca/en/product/turnaround-daytime-revitalizing-moisturizer-P394821?icid2=products grid:p394821:product
Caudalie,Vine[activ] 3-in-1 Vitamin C Anti-Wrinkle Moisturizer,C$53.00,Moisturizer,Dryness,/ca/en/product/vine-activ-3-in-1-moisturizer-P417121?icid2=products grid:p417121:product
Juice Beauty,STEM CELLULAR‰Û¡Ì£å¢ Anti-Wrinkle Moisturizer,C$30.00 - C$88.00,Moisturizer,Dryness,/ca/en/product/stem-cellular-anti-wrinkle-moisturizer-P408941?icid2=products grid:p408941:product
CLINIQUE,Pore Refining Solutions Stay-Matte Hydrator,C$49.00,Moisturizer,Dryness,/ca/en/product/pore-refining-solutions-stay-matte-hydrator-P374115?icid2=products grid:p374115:product
Algenist,Multi-Perfecting Pore Corrector Gel Moisturizer,C$80.00,Moisturizer,Dryness,/ca/en/product/multi-perfecting-pore-corrector-gel-moisturizer-P377370?icid2=products grid:p377370:product
Kate Somerville,Dry Skin Saver,C$62.00,Moisturizer,Dryness,/ca/en/product/dry-skin-saver-P412117?icid2=products grid:p412117:product
Origins,Dr. Andrew Weil For Origins‰Û¡Ì£å¢ Mega-Mushroom Skin Relief Soothing Face Cream,C$84.00,Moisturizer,Dryness,/ca/en/product/dr-andrew-weil-for-origins-tm-mega-mushroom-skin-relief-soothing-face-cream-P388121?icid2=products grid:p388121:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt Time Reversing Cream,C$150.00,Moisturizer,Dryness,/ca/en/product/do-not-age-with-dr-brandt-time-reversing-cream-P383051?icid2=products grid:p383051:product
Caudalie,Premieres Vendanges Moisturizing Cream,C$48.00,Moisturizer,Dryness,/ca/en/product/premieres-vendanges-moisturizing-cream-P6022?icid2=products grid:p6022:product
REN Clean Skincare,V-Cense‰Û¡Ì£å¢ Revitalising Night Cream,C$70.00,Moisturizer,Dryness,/ca/en/product/v-cense-revitalising-night-cream-P174631?icid2=products grid:p174631:product
CLINIQUE,Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Dry Combination Skin,C$72.00,Moisturizer,Dryness,/ca/en/product/smart-broad-spectrum-spf-15-custom-repair-moisturizer-for-dry-combination-skin-P405286?icid2=products grid:p405286:product
Guerlain,MÌÎå©tÌÎå©orites Oxygen Care Moisturizer & Radiance Booster,C$84.00,Moisturizer,Dryness,/ca/en/product/meteorites-oxygen-care-moisturizer-radiance-booster-P397929?icid2=products grid:p397929:product
Kiehl's Since 1851,Powerful Wrinkle Reducing Cream,C$68.00,Moisturizer,Dryness,/ca/en/product/powerful-wrinkle-reducing-cream-P422262?icid2=products grid:p422262:product
Clarins,Multi Active Day Cream - All Skin Types,C$54.00,Moisturizer,Dryness,/ca/en/product/multi-active-jour-P406943?icid2=products grid:p406943:product
REN Clean Skincare,Vita-Mineral Daily Supplement Moisturising Cream,C$52.00,Moisturizer,Dryness,/ca/en/product/vita-mineral-day-cream-P214001?icid2=products grid:p214001:product
tarte,Tarteguard 30 Vegan Sunscreen Lotion Broad Spectrum SPF 30,C$40.00,Moisturizer,Dryness,/ca/en/product/tarteguard-sunscreen-P395240?icid2=products grid:p395240:product
L'Occitane,Ultra Rich Face Cream,C$39.00,Moisturizer,Dryness,/ca/en/product/ultra-rich-face-cream-P96804?icid2=products grid:p96804:product
Clarins,Super Restorative Night Age Spot Correcting Replenishing Cream,C$129.00,Moisturizer,Dryness,/ca/en/product/super-restorative-night-age-spot-correcting-replenishing-cream-P388544?icid2=products grid:p388544:product
Juice Beauty,STEM CELLULAR‰Û¡Ì£å¢ CC Cream,C$49.00,Moisturizer,Dryness,/ca/en/product/stem-cellular-cc-cream-P408943?icid2=products grid:p408943:product
Algenist,Advanced Anti-Aging Repairing Oil,C$100.00,Moisturizer,Dryness,/ca/en/product/advanced-anti-aging-repairing-oil-P379907?icid2=products grid:p379907:product
Kiehl's Since 1851,Super Multi-Corrective Cream Sunscreen Broad Spectrum SPF 30,C$79.00,Moisturizer,Dryness,/ca/en/product/super-multi-corrective-cream-sunscreen-broad-spectrum-spf-30-P422260?skuId=1988948&icid2=products grid:p422260:product
CLINIQUE,Limited Edition Dramatically Different‰Û¡Ì£å¢ Moisturizing Gel,C$49.00,Moisturizer,Dryness,/ca/en/product/limited-edition-dramatically-different-moisturizing-gel-P436640?icid2=products grid:p436640:product
Perricone MD,H2 Elemental Energy Hydrating Cloud Cream,C$71.00,Moisturizer,Dryness,/ca/en/product/h2-elemental-energy-hydrating-cloud-cream-P418318?icid2=products grid:p418318:product
Kate Somerville,ExfoliKate Glow Moisturizer,C$78.00,Moisturizer,Dryness,/ca/en/product/exfolikate-glow-moisturizer-P423170?icid2=products grid:p423170:product
Shiseido,WASO Delicious Skin Bento Box,C$28.00,Moisturizer,Dryness,/ca/en/product/waso-delicious-skin-bento-box-P436116?icid2=products grid:p436116:product
CLINIQUE,Smart Night Custom-Repair Moisturizer -Combination Oily to Oily,C$77.00,Moisturizer,Dryness,/ca/en/product/smart-night-custom-repair-moisturizer-combination-oily-to-oily-P404016?icid2=products grid:p404016:product
bareMinerals,SMART COMBINATION‰Û¡Ì£å¢ Smoothing Lightweight Emulsion,C$43.00,Moisturizer,Dryness,/ca/en/product/smart-combination-tm-smoothing-lightweight-emulsion-P405142?icid2=products grid:p405142:product
philosophy,Renewed Hope in a Jar Overnight Recharging and Refining Moisturizer,C$62.00,Moisturizer,Dryness,/ca/en/product/renewed-hope-in-jar-overnight-recharging-refining-moisturizer-P403523?icid2=products grid:p403523:product
EstÌÎå©e Lauder,"DayWear Advanced Multi-Protection Anti-Oxidant Creme, Dry",C$68.00,Moisturizer,Dryness,/ca/en/product/daywear-advanced-multi-protection-anti-oxidant-creme-broad-spectrum-spf-15-dry-P380001?icid2=products grid:p380001:product
Perricone MD,Neuropeptide Firming Moisturizer,C$348.00,Moisturizer,Dryness,/ca/en/product/neuropeptide-firming-moisturizer-P434344?icid2=products grid:p434344:product
CLINIQUE,Superdefense SPF 20 Age Defense Moisturizer Combination Oily to Oily,C$63.00,Moisturizer,Dryness,/ca/en/product/superdefense-spf-20-age-defense-moisturizer-combination-oily-to-oily-P223705?icid2=products grid:p223705:product
bareMinerals,BARE HAVEN‰Û¡Ì£å¢ Essential Moisturizing Soft Cream,C$43.00,Moisturizer,Dryness,/ca/en/product/bare-haven-tm-essential-moisturizing-soft-cream-P405143?icid2=products grid:p405143:product
Fresh,Lotus Youth Preserve Radiance Lotion,C$43.00,Moisturizer,Dryness,/ca/en/product/lotus-youth-preserve-radiance-lotion-P385043?icid2=products grid:p385043:product
Benefit Cosmetics,Total Moisture Facial Cream,C$54.00,Moisturizer,Dryness,/ca/en/product/total-moisture-facial-cream-P283508?icid2=products grid:p283508:product
MAC Cosmetics,Strobe Cream,C$40.00,Moisturizer,Dryness,/ca/en/product/strobe-cream-P04845668?skuId=2099521&icid2=products grid:p04845668:product
Fresh,CrÌÎåÂme Ancienne Face Oil Elixir,C$320.00,Moisturizer,Dryness,/ca/en/product/elixir-ancien-P159005?icid2=products grid:p159005:product
First Aid Beauty,Ultra RepairÌ´å¬ Cream Minis Kit,C$25.00,Moisturizer,Dryness,/ca/en/product/ultra-repair-cream-minis-kit-P415629?icid2=products grid:p415629:product
Murad,Anti-Aging Moisturizer Broad Spectrum SPF 30,C$59.00,Moisturizer,Dryness,/ca/en/product/anti-aging-moisturizer-broad-spectrum-spf-30-P405211?icid2=products grid:p405211:product
EstÌÎå©e Lauder,Revitalizing Supreme+ Global Anti-Aging Cell Power Creme SPF 15,C$102.00,Moisturizer,Dryness,/ca/en/product/revitalizing-supreme-global-anti-aging-cell-power-creme-spf-15-P433607?icid2=products grid:p433607:product
Jack Black,Dry EraseÌ´å¬ Ultra-Calming Face Cream,C$42.00,Moisturizer,Dryness,/ca/en/product/dry-erase-ultra-calming-face-cream-P397665?icid2=products grid:p397665:product
Dermalogica,Skin Smoothing Cream,C$59.00 - C$94.00,Moisturizer,Dryness,/ca/en/product/skin-smoothing-cream-P423458?icid2=products grid:p423458:product
Origins,Dr. Andrew Weil For Origins‰Û¡Ì£å¢ MegaÌ´ÌBright Skin Illuminating Moisturizer,C$69.00,Moisturizer,Dryness,/ca/en/product/dr-andrew-weil-for-origins-mega-bright-skin-illuminating-moisturizer-P379851?icid2=products grid:p379851:product
Origins,VitaZing‰Û¡Ì£å¢ SPF 15 Energy-Boosting Moisturizer with Mangosteen,C$50.00,Moisturizer,Dryness,/ca/en/product/vitazing-spf-15-energy-boosting-moisturizer-with-mangosteen-P297521?icid2=products grid:p297521:product
Dr. Brandt Skincare,pores no moreÌ´å¬ Mattifying Hydrator Pore Minimizing Gel,C$60.00,Moisturizer,Dryness,/ca/en/product/pores-no-more-mattifying-hydrator-pore-minimizing-gel-P429661?icid2=products grid:p429661:product
Dermalogica,Oil Control Lotion,C$66.00,Moisturizer,Dryness,/ca/en/product/oil-control-lotion-P423457?icid2=products grid:p423457:product
Dr. Brandt Skincare,Xtend Your Youth Face Cream,C$68.00,Moisturizer,Dryness,/ca/en/product/xtend-your-youth-face-cream-P383057?icid2=products grid:p383057:product
CLINIQUE,Pep-Start Hydro Rush Moisturizer Broad Spectrum SPF 20,C$39.00,Moisturizer,Dryness,/ca/en/product/pep-start-hydro-rush-moisturizer-broad-spectrum-spf-20-P415710?icid2=products grid:p415710:product
Lancer,The Method: Nourish Sensitive Skin,C$160.00,Moisturizer,Dryness,/ca/en/product/the-method-nourish-sensitive-skin-P399744?icid2=products grid:p399744:product
Clarins,Hydra-Essentiel Rich Cream - Very Dry Skin,C$47.00,Moisturizer,Dryness,/ca/en/product/hydra-essentiel-rich-cream-very-dry-skin-P415623?icid2=products grid:p415623:product
Fresh,FreshFace Instant Glow Luminizer,C$47.00,Moisturizer,Dryness,/ca/en/product/freshface-instant-glow-luminizer-P411015?icid2=products grid:p411015:product
Shiseido,WASO Clear Mega-Hydrating Cream,C$48.00,Moisturizer,Dryness,/ca/en/product/waso-clear-mega-hydrating-cream-P421768?icid2=products grid:p421768:product
REN Clean Skincare,V-Cense‰Û¡Ì£å¢ Youth Vitality Day Cream,C$64.00,Moisturizer,Dryness,/ca/en/product/v-cense-youth-vitality-day-cream-P385040?icid2=products grid:p385040:product
LancÌÎåÇme,BIENFAIT MULTI-VITAL SPF 30 LOTION - High Potency Daily Moisturizing Lotion,C$64.00,Moisturizer,Dryness,/ca/en/product/bienfait-multi-vital-spf-30-lotion-high-potency-daily-moisturizing-lotion-P381529?icid2=products grid:p381529:product
Juice Beauty,STEM CELLULAR‰Û¡Ì£å¢ Anti-Wrinkle Overnight Cream,C$94.00,Moisturizer,Dryness,/ca/en/product/stem-cellular-anti-wrinkle-overnight-cream-P408942?icid2=products grid:p408942:product
Darphin,Hydraskin Light All Day Skin Hydrating Cream Gel,C$78.00,Moisturizer,Dryness,/ca/en/product/hydraskin-light-all-day-skin-hydrating-cream-gel-P407188?icid2=products grid:p407188:product
Shiseido,Bio-Performance Glow Revival Cream,C$140.00,Moisturizer,Dryness,/ca/en/product/bio-performance-glow-revival-cream-P403819?icid2=products grid:p403819:product
Perricone MD,PRE:EMPT SERIES‰Û¡Ì£å¢ The Fixer Solid Oil Balm,C$45.00,Moisturizer,Dryness,/ca/en/product/pre-empt-series-fixer-solid-oil-balm-P420447?icid2=products grid:p420447:product
CLINIQUE,Repairwear Uplifting Firming Cream,C$80.00,Moisturizer,Dryness,/ca/en/product/repairwear-uplifting-firming-cream-P309409?icid2=products grid:p309409:product
Guerlain,Abeille Royale Honey Nectar Lotion for Firming and Smoothing,C$78.00,Moisturizer,Dryness,/ca/en/product/abeille-royale-honey-nectar-lotion-for-firming-smoothing-P407413?icid2=products grid:p407413:product
boscia,Green Tea Oil-free Moisturizer,C$50.00,Moisturizer,Dryness,/ca/en/product/green-tea-oil-free-moisturizer-P419449?icid2=products grid:p419449:product
Dr. Brandt Skincare,pores no moreÌ´å¬  anti-aging mattifying lotion,C$72.00,Moisturizer,Dryness,/ca/en/product/pores-no-more-anti-aging-mattifying-lotion-P254204?icid2=products grid:p254204:product
L'Occitane,Shea Light Comforting Cream,C$34.00,Moisturizer,Dryness,/ca/en/product/shea-light-comforting-cream-P395521?icid2=products grid:p395521:product
Fresh,Peony Brightening Moisture Face Cream,C$95.00,Moisturizer,Dryness,/ca/en/product/peony-brightening-moisturizing-face-cream-P409127?icid2=products grid:p409127:product
LancÌÎåÇme,Hydra Zen Neurocalm - Extreme Soothing Moisturising Cream-Gel- All Skin Types,C$79.00,Moisturizer,Dryness,/ca/en/product/hydra-zen-neurocalm-extreme-soothing-moisturising-cream-gel-all-skin-types-P382054?icid2=products grid:p382054:product
Clarins,Hydra-Essentiel Cooling Gel - Normal to Combination Skin,C$47.00,Moisturizer,Dryness,/ca/en/product/hydra-essentiel-cooling-gel-normal-to-combination-skin-P415624?icid2=products grid:p415624:product
CLINIQUE,Limited Edition Dramatically Different Moisturizing Lotion+‰Û¡Ì£å¢,C$49.00,Moisturizer,Dryness,/ca/en/product/limited-edition-dramatically-different-moisturizing-lotion-P436641?icid2=products grid:p436641:product
Laura Mercier,Flawless Skin Repair CrÌÎåÂme,C$120.00,Moisturizer,Dryness,/ca/en/product/flawless-skin-repair-creme-P280934?icid2=products grid:p280934:product
LANEIGE,Essential Balancing Emulsion for Normal to Dry Skin,C$40.00,Moisturizer,Dryness,/ca/en/product/essential-balancing-emulsion-for-normal-to-dry-skin-P427627?icid2=products grid:p427627:product
Dermalogica,Intensive Moisture Balance,C$61.00 - C$97.00,Moisturizer,Dryness,/ca/en/product/intensive-moisture-balance-P423141?icid2=products grid:p423141:product
Consonant,Ultra Moisturizing Organic Face Cream,C$54.00,Moisturizer,Dryness,/ca/en/product/ultra-moisturizing-organic-face-cream-P404431?icid2=products grid:p404431:product
Juice Beauty,Oil-Free Moisturizer,C$38.00,Moisturizer,Dryness,/ca/en/product/oil-free-moisturizer-P408933?icid2=products grid:p408933:product
Clarins,Super Restorative Day SPF 20,C$126.00,Moisturizer,Dryness,/ca/en/product/super-restorative-day-spf-20-P432637?icid2=products grid:p432637:product
Shiseido,WASO Fresh Jelly Lotion,C$40.00,Moisturizer,Dryness,/ca/en/product/waso-fresh-jelly-lotion-P421773?icid2=products grid:p421773:product
Eve Lom,Rescue Oil Free Moisturiser,C$98.00,Moisturizer,Dryness,/ca/en/product/rescue-oil-free-moisturiser-P410672?icid2=products grid:p410672:product
Eve Lom,WHITE Brightening Cream,C$138.00,Moisturizer,Dryness,/ca/en/product/white-brightening-cream-P416531?icid2=products grid:p416531:product
DERMAdoctor,Kakadu C‰Û¡Ì£å¢ Face CrÌÎåÂme,C$81.00,Moisturizer,Dryness,/ca/en/product/kakadu-c-face-creme-P396402?icid2=products grid:p396402:product
CLINIQUE,Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Combination Oily Skin,C$72.00,Moisturizer,Dryness,/ca/en/product/smart-broad-spectrum-spf-15-custom-repair-moisturizer-for-combination-oily-skin-P405287?icid2=products grid:p405287:product
Clarins,Multi-Active Day Cream-Gel - Normal to Combination Skin,C$54.00,Moisturizer,Dryness,/ca/en/product/multi-active-day-cream-gel-normal-to-combination-skin-P405589?icid2=products grid:p405589:product
Algenist,Firming & Lifting Cream,C$120.00 - C$158.00,Moisturizer,Dryness,/ca/en/product/firming-lifting-cream-P303024?icid2=products grid:p303024:product
tarte,Brighter Days Highlighting Moisturizer,C$42.00,Moisturizer,Dryness,/ca/en/product/brighter-days-highlighting-moisturizer-P414734?icid2=products grid:p414734:product
Dior,Hydra Life Hydration Rescue Intense Sorbet Creme,C$82.00,Moisturizer,Dryness,/ca/en/product/hydra-life-hydration-rescue-intense-sorbet-creme-P430150?icid2=products grid:p430150:product
Algenist,Regenerative Anti-Aging Lotion,C$95.00,Moisturizer,Dryness,/ca/en/product/regenerative-anti-aging-lotion-P296414?icid2=products grid:p296414:product
Shiseido,White Lucent Brightening Moisturizing Emulsion,C$72.00,Moisturizer,Dryness,/ca/en/product/white-lucent-brightening-moisturizing-emulsion-P173665?icid2=products grid:p173665:product
MAC Cosmetics,Oil Control Lotion,C$40.00,Moisturizer,Dryness,/ca/en/product/oil-control-lotion-P67879845?icid2=products grid:p67879845:product
Dermalogica,Skin Soothing Hydrating Lotion,C$31.00,Moisturizer,Dryness,/ca/en/product/skin-soothing-hydrating-lotion-P423467?icid2=products grid:p423467:product
Urban Decay,Rehab Makeup Prep Hot Springs Hydrating Gel,C$34.00,Moisturizer,Dryness,/ca/en/product/rehab-makeup-prep-hot-springs-hydrating-gel-P418595?icid2=products grid:p418595:product
CLINIQUE,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Very Dry to Dry Combination Skin,C$66.00,Moisturizer,Dryness,/ca/en/product/repairwear-laser-focus-line-smoothing-cream-broad-spectrum-spf-15-for-very-dry-to-dry-combination-skin-P405825?icid2=products grid:p405825:product
LancÌÎåÇme,ÌÎÌ_nergie de Vie The Smoothing & Glow Boosting Liquid Moisturizer,C$60.00,Moisturizer,Dryness,/ca/en/product/energie-de-vie-the-smoothing-glow-boosting-liquid-moisturizer-P409980?icid2=products grid:p409980:product
LANEIGE,Essential Balancing Emulsion for Combination to Oily Skin,C$40.00,Moisturizer,Dryness,/ca/en/product/essential-balancing-emulsion-for-combination-to-oily-skin-P428927?icid2=products grid:p428927:product
CLINIQUE,Clinique Smart Treatment Oil,C$60.00,Moisturizer,Dryness,/ca/en/product/clinique-smart-treatment-oil-P398613?icid2=products grid:p398613:product
Clarins,Extra-Firming Day,C$88.00,Moisturizer,Dryness,/ca/en/product/extra-firming-day-P429503?icid2=products grid:p429503:product
Omorovicza,Illuminating Moisturiser,C$200.00,Moisturizer,Dryness,/ca/en/product/illuminating-moisturiser-P309209?icid2=products grid:p309209:product
Clarins,Multi-Active Night for Normal to Dry Skin,C$57.00,Moisturizer,Dryness,/ca/en/product/multi-active-night-for-normal-to-dry-skin-P409228?icid2=products grid:p409228:product
Dermalogica,Barrier Repair,C$65.00,Moisturizer,Dryness,/ca/en/product/barrier-repair-P423124?icid2=products grid:p423124:product
Darphin,PRÌÎÌ_DERMINE Densifying Anti-Wrinkle Cream for Normal Skin,C$210.00,Moisturizer,Dryness,/ca/en/product/predermine-densifying-anti-wrinkle-cream-for-normal-skin-P406946?icid2=products grid:p406946:product
LANEIGE,Water Bank Moisture Cream [Intensive],C$46.00,Moisturizer,Dryness,/ca/en/product/water-bank-moisture-cream-intensive-P432037?icid2=products grid:p432037:product
Murad,Resurgence Age-Balancing Night Cream,C$92.00,Moisturizer,Dryness,/ca/en/product/resurgence-age-balancing-night-cream-P381675?icid2=products grid:p381675:product
Fresh,Moisturizing Hand Cream,C$18.00,Moisturizer,Dryness,/ca/en/product/moisturizing-hand-cream-P420141?icid2=products grid:p420141:product
Dermalogica,Calm Water Gel Ultra Calming,C$65.00,Moisturizer,Dryness,/ca/en/product/calm-water-gel-ultra-calming-P428240?icid2=products grid:p428240:product
Skin Laundry,Essential Daily Moisturizer,C$38.00,Moisturizer,Dryness,/ca/en/product/essential-daily-moisturizer-P416594?icid2=products grid:p416594:product
AHAVA,Essential Day Moisturizer - Normal to Dry Skin,C$55.00,Moisturizer,Dryness,/ca/en/product/essential-day-moisturizer-normal-to-dry-skin-P407859?icid2=products grid:p407859:product
Guerlain,Abeille Royale Bee Glow,C$128.00,Moisturizer,Dryness,/ca/en/product/abeille-royale-bee-glow-P432042?icid2=products grid:p432042:product
Peter Thomas Roth,Hungarian Thermal Water Mineral-Rich Moisturizer,C$30.00 - C$75.00,Moisturizer,Dryness,/ca/en/product/hungarian-thermal-water-mineral-rich-moisturizer-P428407?icid2=products grid:p428407:product
tarte,Cosmic Maracuja Concentrated Face Balm,C$54.00,Moisturizer,Dryness,/ca/en/product/cosmic-maracuja-concentrated-face-balm-P433154?icid2=products grid:p433154:product
Murad,Essential-C Day Moisture Broad Spectrum SPF 30,C$72.00,Moisturizer,Dryness,/ca/en/product/essential-c-day-moisture-broad-spectrum-spf-30-pa-P392467?icid2=products grid:p392467:product
KORA Organics,Noni Glow Face Balm,C$48.00,Moisturizer,Dryness,/ca/en/product/noni-glow-face-balm-P433427?icid2=products grid:p433427:product
L'Occitane,Aqua Reotier Ultra Thirst-Quenching Gel Moisturizer,C$34.00,Moisturizer,Dryness,/ca/en/product/aqua-reotier-ultra-thirst-quenching-gel-moisturizer-P429939?icid2=products grid:p429939:product
Murad,Hydro-Dynamic‰Û¡Ì£å¢ Ultimate Moisture,C$85.00,Moisturizer,Dryness,/ca/en/product/hydro-dynamic-tm-ultimate-moisture-P381515?icid2=products grid:p381515:product
bareMinerals,TRUE OASIS‰Û¡Ì£å¢ Oil-Free Replenishing Gel Cream,C$40.00,Moisturizer,Dryness,/ca/en/product/true-oasis-tm-oil-free-replenishing-gel-cream-P405141?icid2=products grid:p405141:product
Shiseido,Shiseido Men Total Revitalizer Cream,C$85.00,Moisturizer,Dryness,/ca/en/product/shiseido-men-total-revitalizer-cream-P429037?icid2=products grid:p429037:product
Peter Thomas Roth,10% Glycolic Solutions Moisturizer,C$56.00,Moisturizer,Dryness,/ca/en/product/10-glycolic-solutions-moisturizer-P421745?icid2=products grid:p421745:product
KORA Organics,Soothing Moisturizer for Sensitive Skin,C$60.00,Moisturizer,Dryness,/ca/en/product/soothing-moisturizer-for-sensitive-skin-P433422?icid2=products grid:p433422:product
